Record ID	Category	Component	Blueprint/Defaults path	Derived-ledger key	PR #66 path	PR #66 value	Current value	Authority class	Resolution state	Evidence source	Evidence type	Current blocker	Owner	RPC required	Deployment required	Downstream consumer	Recommended action	Notes
P-H04-125	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.shouldBurnAsPayment.	Defaults.assetConfigs[GREEN].config.shouldBurnAsPayment	P-H04-125	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.shouldBurnAsPayment	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-126	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.shouldTransferToEndaoment.	Defaults.assetConfigs[GREEN].config.shouldTransferToEndaoment	P-H04-126	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.shouldTransferToEndaoment	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-127	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.shouldSwapInStabPools.	Defaults.assetConfigs[GREEN].config.shouldSwapInStabPools	P-H04-127	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.shouldSwapInStabPools	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-128	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.shouldAuctionInstantly.	Defaults.assetConfigs[GREEN].config.shouldAuctionInstantly	P-H04-128	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.shouldAuctionInstantly	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-129	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.canDeposit.	Defaults.assetConfigs[GREEN].config.canDeposit	P-H04-129	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.canDeposit	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-130	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.canWithdraw.	Defaults.assetConfigs[GREEN].config.canWithdraw	P-H04-130	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.canWithdraw	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-131	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.canRedeemCollateral.	Defaults.assetConfigs[GREEN].config.canRedeemCollateral	P-H04-131	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.canRedeemCollateral	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-132	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.canRedeemInStabPool.	Defaults.assetConfigs[GREEN].config.canRedeemInStabPool	P-H04-132	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.canRedeemInStabPool	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-133	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.canBuyInAuction.	Defaults.assetConfigs[GREEN].config.canBuyInAuction	P-H04-133	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.canBuyInAuction	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-134	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.canClaimInStabPool.	Defaults.assetConfigs[GREEN].config.canClaimInStabPool	P-H04-134	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.canClaimInStabPool	true	true	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-135	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.specialStabPoolId.	Defaults.assetConfigs[GREEN].config.specialStabPoolId	P-H04-135	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.specialStabPoolId	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-136	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.customAuctionParams.hasParams.	Defaults.assetConfigs[GREEN].config.customAuctionParams.hasParams	P-H04-136	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.customAuctionParams.hasParams	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-137	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.customAuctionParams.startDiscount.	Defaults.assetConfigs[GREEN].config.customAuctionParams.startDiscount	P-H04-137	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.customAuctionParams.startDiscount	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-138	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.customAuctionParams.maxDiscount.	Defaults.assetConfigs[GREEN].config.customAuctionParams.maxDiscount	P-H04-138	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.customAuctionParams.maxDiscount	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-139	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.customAuctionParams.delay.	Defaults.assetConfigs[GREEN].config.customAuctionParams.delay	P-H04-139	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.customAuctionParams.delay	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-140	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.customAuctionParams.duration.	Defaults.assetConfigs[GREEN].config.customAuctionParams.duration	P-H04-140	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.customAuctionParams.duration	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-141	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.whitelist.	Defaults.assetConfigs[GREEN].config.whitelist	P-H04-141	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.whitelist	"""empty(address)"""	"""empty(address)"""	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-142	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[GREEN].config.isNft.	Defaults.assetConfigs[GREEN].config.isNft	P-H04-142	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[GREEN].config.isNft	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-143	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[RIPE].asset.	Defaults.assetConfigs[RIPE].asset	P-H04-143	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[RIPE].asset	"{""kind"":""typed_null"",""reason"":""The PR #66 RIPE immutable is deployment-produced and remains unresolved.""}"	"{""kind"":""symbolic_binding"",""name"":""RIPE_TOKEN""}"	deployment-produced identity; unresolved	deployment_produced_unresolved	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	address:RIPE_TOKEN:unresolved	D-H04-22	no	yes	DefaultsRobinhood source and derived-ledger synchronization	Produce and bind through the authorized deployment lifecycle	status=blocked; source commit retained for provenance; Evidence only — not configuration or deployment authority
